,MSE,ACCURACY
0,20.18519907351666,79.81480092648334
1,14.097852229082184,85.90214777091781
2,11.625829950819435,88.37417004918056
3,10.274266910522584,89.72573308947742
4,9.771785093486631,90.22821490651337
5,9.28467072449019,90.7153292755098
6,8.971247619627478,91.02875238037252
7,8.929741189089464,91.07025881091053
8,8.95927145639031,91.04072854360969
9,8.863532266989747,91.13646773301025
10,8.890154426003374,91.10984557399662
11,8.836746693622928,91.16325330637707
12,8.814299048400638,91.18570095159936
13,8.742089950780613,91.25791004921939
14,8.668131168694394,91.33186883130561
15,8.594643635338024,91.40535636466198
16,8.490087225538963,91.50991277446103
17,8.431827735526847,91.56817226447316
18,8.322541745506289,91.67745825449371
19,8.220140090643783,91.77985990935622
20,8.125114892887426,91.87488510711258
21,8.03051969022346,91.96948030977654
22,7.9527247144079185,92.04727528559208
23,7.860578115701973,92.13942188429802
24,7.762357486415045,92.23764251358494
25,7.68091170022154,92.31908829977846
26,7.586999925667544,92.41300007433246
27,7.517977744682565,92.48202225531743
28,7.4334629709296145,92.56653702907039
29,7.386986202960601,92.6130137970394
30,7.278802355261854,92.72119764473814
31,7.197653134372606,92.8023468656274
32,7.141077446143752,92.85892255385625
33,7.0729209144590754,92.92707908554092
34,7.0107107289521995,92.98928927104781
35,6.93040496334426,93.06959503665574
36,6.881317941345028,93.11868205865497
37,6.813191762969244,93.18680823703076
38,6.768756809556704,93.2312431904433
39,6.695184087081599,93.3048159129184
40,6.651720388121235,93.34827961187877
41,6.600051896446839,93.39994810355317
42,6.543528853125702,93.45647114687429
43,6.494312378038714,93.50568762196129
44,6.426023174181528,93.57397682581848
45,6.387135190323585,93.61286480967641
46,6.3335806658450995,93.66641933415491
47,6.28577907143753,93.71422092856247
48,6.243180468842662,93.75681953115735
49,6.1991047358477775,93.80089526415222
50,6.160088072747201,93.8399119272528
51,6.114450216398068,93.88554978360193
52,6.0700897872998505,93.92991021270015
53,6.023810438628149,93.97618956137185
54,5.991632338566934,94.00836766143307
55,5.953720051488346,94.04627994851165
56,5.922075184692796,94.0779248153072
57,5.869149651483439,94.13085034851656
58,5.835685956441774,94.16431404355822
59,5.7946766779430625,94.20532332205693
60,5.752283071506184,94.24771692849382
61,5.724744620762465,94.27525537923754
62,5.69842734112139,94.30157265887861
63,5.6621322183573,94.3378677816427
64,5.637075050844688,94.36292494915531
65,5.604099420912734,94.39590057908727
66,5.5711791985254795,94.42882080147453
67,5.542644652699395,94.4573553473006
68,5.504721917483269,94.49527808251673
69,5.466986536733807,94.53301346326619
70,5.4486202258673275,94.55137977413267
71,5.409100163895675,94.59089983610433
72,5.387350436306499,94.6126495636935
73,5.360483433046636,94.63951656695336
74,5.335137595506771,94.66486240449323
75,5.300990072983598,94.69900992701639
76,5.282369132608167,94.71763086739183
77,5.255324497504632,94.74467550249537
78,5.215806602770051,94.78419339722994
79,5.193300161155523,94.80669983884448
80,5.171645440729506,94.8283545592705
81,5.146614260329716,94.85338573967029
82,5.12584966147323,94.87415033852677
83,5.097138094683358,94.90286190531664
84,5.075087923452575,94.92491207654743
85,5.052191414300879,94.94780858569912
86,5.031923026670825,94.96807697332918
87,5.0126708973694045,94.9873291026306
88,4.982419242729108,95.01758075727089
89,4.967825169882996,95.032174830117
90,4.932775615908467,95.06722438409153
91,4.912993996503764,95.08700600349623
92,4.901348726637653,95.09865127336235
93,4.882380404116828,95.11761959588317
94,4.856450971031132,95.14354902896886
95,4.843514866908954,95.15648513309105
96,4.8184924450257505,95.18150755497426
97,4.8044722759807925,95.1955277240192
98,4.776751297637935,95.22324870236206
99,4.754030847076582,95.24596915292342
