,MSE,ACCURACY
0,26.03951928598432,73.96048071401569
1,18.79576164991386,81.20423835008614
2,15.51189253724982,84.48810746275018
3,13.86730658266509,86.13269341733492
4,12.714024665198382,87.28597533480162
5,12.03866480045296,87.96133519954704
6,11.600466918841686,88.39953308115831
7,11.164427131283999,88.835572868716
8,10.766488364683562,89.23351163531643
9,10.43774356001745,89.56225643998255
10,10.123711415534332,89.87628858446567
11,9.87394592288615,90.12605407711385
12,9.699671256937965,90.30032874306204
13,9.464772073372249,90.53522792662775
14,9.268560915858945,90.73143908414106
15,9.102354916403128,90.89764508359688
16,8.912859725701052,91.08714027429895
17,8.75114476235475,91.24885523764526
18,8.632266127081238,91.36773387291876
19,8.463586740273772,91.53641325972622
