,MSE,ACCURACY
0,17.773201011470018,82.22679898852998
1,13.21020021167261,86.7897997883274
2,11.570570608793313,88.42942939120668
3,10.593631733897379,89.40636826610262
4,10.124349250935206,89.87565074906479
5,10.052924202060156,89.94707579793985
6,9.911518703728413,90.08848129627158
7,9.728764543351149,90.27123545664885
8,9.649329729786729,90.35067027021327
9,9.55749220041306,90.44250779958693
10,9.42236545176468,90.57763454823532
11,9.297172818017529,90.70282718198247
12,9.16314815232433,90.83685184767567
13,8.999836852447848,91.00016314755214
14,8.834040854002273,91.16595914599772
15,8.768762558230776,91.23123744176922
16,8.618277360277062,91.38172263972294
17,8.49526382182577,91.50473617817423
18,8.361461870913372,91.63853812908663
19,8.230798943111568,91.76920105688843
20,8.137123145208987,91.86287685479101
21,8.047413475602786,91.95258652439722
22,7.9675672711498295,92.03243272885017
23,7.849545114793216,92.15045488520678
24,7.764497977347188,92.23550202265281
25,7.713612816274597,92.28638718372541
26,7.6209040281598295,92.37909597184017
27,7.531933156625864,92.46806684337415
28,7.504165580454926,92.49583441954508
29,7.410797768627167,92.58920223137284
30,7.325797174248111,92.67420282575189
31,7.26632668893783,92.73367331106218
32,7.200881862183314,92.79911813781668
33,7.152703280676153,92.84729671932385
34,7.090344774605368,92.90965522539463
35,7.059973053599039,92.94002694640096
36,6.988123732639724,93.01187626736026
37,6.925949628492992,93.07405037150701
38,6.862630195545792,93.13736980445421
39,6.838705073625974,93.16129492637403
40,6.775392956259939,93.22460704374006
41,6.7228598606702645,93.27714013932975
42,6.663656363529018,93.33634363647099
43,6.620825674104351,93.37917432589565
44,6.611971019833687,93.38802898016631
45,6.540009511620079,93.45999048837992
46,6.483415408021923,93.51658459197807
47,6.457790190289159,93.54220980971084
48,6.420626310345559,93.57937368965445
49,6.383878886109885,93.61612111389012
50,6.351176087500231,93.64882391249976
51,6.299918431829209,93.70008156817079
52,6.280729758101519,93.71927024189847
53,6.2298927395843275,93.77010726041567
54,6.201486704991565,93.79851329500843
55,6.166547675148274,93.83345232485173
56,6.132237292406862,93.86776270759314
57,6.098053228572967,93.90194677142703
58,6.084883208235705,93.91511679176429
59,6.019394991810344,93.98060500818966
60,6.002181400562058,93.99781859943795
61,5.975402395627493,94.0245976043725
62,5.948827078154558,94.05117292184543
63,5.9077799186332225,94.09222008136678
64,5.8864153372548795,94.11358466274513
65,5.839084854702055,94.16091514529793
66,5.816910432786821,94.18308956721317
67,5.791544466504785,94.20845553349521
68,5.777992573567977,94.22200742643201
69,5.7451080714234495,94.25489192857654
70,5.71204192982288,94.28795807017713
71,5.689317962322015,94.31068203767798
72,5.649264775150843,94.35073522484916
73,5.636201605015782,94.36379839498422
74,5.610218684651531,94.38978131534846
75,5.581765964699462,94.41823403530054
76,5.557273026963293,94.44272697303671
77,5.5152569545503995,94.4847430454496
78,5.503588907827506,94.4964110921725
79,5.4840913548953925,94.5159086451046
80,5.457925479183447,94.54207452081656
81,5.437484094970339,94.56251590502967
82,5.427490709187938,94.57250929081205
83,5.390119985636803,94.6098800143632
84,5.365958180038678,94.63404181996133
85,5.352513906653873,94.64748609334612
86,5.329237798030366,94.67076220196964
87,5.3040338796964095,94.69596612030358
88,5.280933207397235,94.71906679260277
89,5.263969972312289,94.73603002768772
90,5.230844772940226,94.76915522705977
91,5.216143305905224,94.78385669409478
92,5.192559607164304,94.8074403928357
93,5.183425314155124,94.81657468584488
94,5.159603818264054,94.84039618173594
95,5.139209330326951,94.86079066967305
96,5.12082519902191,94.87917480097809
97,5.08759995038321,94.91240004961679
98,5.0671620034840625,94.93283799651594
99,5.068542565375649,94.93145743462435
